distance_km,traffic_ratio,weather_severity,vehicle_load,driver_fatigue,historical_delay,hub_congestion,product_type,priority,road_quality,temperature_celsius,precipitation_mm,wind_speed_kmh,is_peak_hour,active_incidents,vehicle_type_risk,actual_delay_minutes
320.29,2.45,0.58,0.84,0.18,3.45,11.36,general,standard,0.65,29.1,32.3,31.6,0,0,1.0,55.57
37.75,1.86,0.22,0.51,0.39,0.31,1.72,furniture,standard,0.85,29.2,17.7,10.1,0,1,1.0,13.35
56.83,1.57,0.53,0.72,0.55,1.96,0.08,hazmat,standard,0.72,27.0,32.0,23.6,0,0,1.4,18.93
105.53,1.08,0.28,0.85,0.08,2.27,7.88,perishable,high,0.93,29.5,15.2,12.0,1,0,1.2,9.38
202.56,1.83,0.38,0.68,0.51,5.13,1.1,furniture,high,0.79,29.8,26.4,18.4,0,1,1.0,26.24
124.4,1.76,0.27,0.69,0.0,0.33,7.85,perishable,high,0.73,31.9,14.1,15.1,0,0,1.2,23.9
193.98,1.61,0.33,0.28,0.46,11.66,3.06,perishable,high,0.72,32.2,22.2,16.8,0,1,1.2,18.57
81.82,2.45,0.3,0.2,0.35,0.46,1.96,medicine,standard,0.73,30.7,23.8,17.4,0,1,1.2,32.66
68.73,1.87,0.39,0.76,0.36,2.39,3.07,furniture,low,0.73,29.8,27.4,19.8,1,0,1.0,27.1
152.86,1.99,0.28,0.61,0.64,0.19,9.71,perishable,high,0.85,33.6,19.0,16.6,0,0,1.2,27.7
196.08,1.76,0.75,0.76,0.33,4.53,3.08,medicine,critical,0.61,27.6,37.9,42.4,1,1,1.2,47.06
80.1,2.03,0.06,0.62,0.16,11.42,12.19,general,high,0.86,29.2,4.0,2.5,0,1,1.0,23.07
148.37,1.58,0.81,0.11,0.08,10.43,1.81,general,high,0.89,34.2,52.3,41.4,0,0,1.0,7.96
210.63,2.22,0.24,0.98,0.31,3.05,4.02,hazmat,high,0.57,28.1,14.9,8.8,0,0,1.4,59.38
47.17,2.32,0.26,0.21,0.29,1.21,0.85,general,standard,0.73,32.5,13.4,14.9,0,0,1.0,13.23
89.74,1.24,0.45,0.74,0.25,1.15,1.78,general,standard,0.91,36.2,36.2,25.4,0,2,1.0,13.76
256.16,1.57,0.58,0.65,0.33,0.74,4.89,hazmat,high,0.75,33.1,41.4,25.0,1,0,1.4,47.99
287.32,1.4,0.23,0.32,0.36,4.04,19.26,perishable,standard,0.72,28.1,11.6,8.8,1,2,1.2,35.42
193.27,1.77,0.42,0.84,0.29,1.14,1.37,medicine,standard,0.86,30.9,25.2,24.3,0,1,1.2,32.88
122.13,2.18,0.12,0.34,0.57,3.14,0.48,medicine,low,0.61,29.7,7.1,4.5,0,0,1.2,37.69
119.61,1.63,0.24,0.16,0.47,17.96,4.04,medicine,high,0.86,29.9,12.6,8.7,0,0,1.2,28.44
274.5,2.02,0.28,0.72,0.62,0.72,1.56,medicine,standard,0.77,30.5,21.7,14.8,0,1,1.2,48.27
120.35,1.6,0.33,0.39,0.26,2.04,18.84,medicine,critical,0.95,31.2,22.3,18.8,1,0,1.2,22.23
106.43,1.26,0.18,0.25,0.43,7.46,1.15,luxury,critical,0.76,27.1,12.4,9.1,0,0,1.0,8.26
145.23,1.84,0.38,0.26,0.61,2.51,3.02,medicine,low,0.78,27.6,22.0,18.4,0,0,1.2,32.01
191.83,1.88,0.29,0.11,0.47,4.16,0.7,perishable,standard,0.9,27.8,19.7,13.6,1,0,1.2,32.57
190.64,2.01,0.39,0.37,0.43,0.17,0.21,general,standard,0.68,26.6,24.7,19.6,1,0,1.0,20.22
131.74,2.38,0.45,0.35,0.6,0.54,6.95,general,high,0.66,26.6,24.5,19.6,1,0,1.0,32.24
140.27,1.33,0.09,0.53,0.3,3.93,1.26,hazmat,standard,0.98,29.0,7.1,4.8,0,0,1.4,9.6
163.12,2.7,0.35,0.53,0.42,0.33,2.5,general,low,0.77,31.9,19.6,18.6,0,0,1.0,49.61
35.56,1.1,0.1,0.71,0.47,10.07,0.11,luxury,standard,0.6,32.2,6.9,4.3,0,0,1.0,6.24
286.25,1.3,0.46,0.56,0.39,9.32,12.7,general,low,0.89,27.2,24.5,25.6,0,2,1.0,22.65
87.67,2.05,0.17,0.83,0.21,0.01,0.24,luxury,high,0.84,27.7,12.9,6.1,0,0,1.0,18.24
205.15,1.57,0.17,0.89,0.11,0.33,3.58,hazmat,low,0.67,36.2,8.9,7.6,0,2,1.4,29.3
157.38,1.9,0.42,0.6,0.37,7.66,7.31,furniture,standard,0.89,26.5,24.8,24.2,0,1,1.0,26.64
141.34,1.69,0.47,0.86,0.56,5.99,0.76,perishable,standard,0.94,36.2,31.9,24.0,0,0,1.2,20.47
203.82,1.88,0.44,0.99,0.36,0.45,9.89,hazmat,standard,0.78,33.2,35.1,18.6,0,0,1.4,33.74
139.68,2.0,0.62,0.7,0.1,1.16,1.01,perishable,low,0.77,34.7,39.8,37.1,1,0,1.2,61.95
128.95,1.34,0.29,0.27,0.36,1.57,4.17,medicine,standard,0.86,29.7,20.1,13.5,0,0,1.2,12.6
79.72,2.48,0.21,0.58,0.17,4.19,6.07,general,high,0.93,28.9,11.5,8.9,1,0,1.0,14.38
102.46,1.85,0.5,0.16,0.64,1.88,0.24,furniture,critical,0.89,33.5,39.3,20.6,1,1,1.0,22.09
155.5,1.64,0.23,0.8,0.13,1.23,0.38,perishable,standard,0.65,27.0,18.5,9.1,0,0,1.2,15.24
139.66,2.41,0.86,0.14,0.49,1.79,1.18,luxury,standard,0.8,33.1,47.4,49.4,0,1,1.0,38.58
122.64,1.5,0.12,0.53,0.32,17.92,0.14,general,critical,0.77,27.7,6.8,4.9,0,0,1.0,16.2
45.72,1.94,0.54,0.94,0.42,2.4,1.34,perishable,standard,0.75,31.6,34.6,28.2,1,0,1.2,34.15
237.67,2.9,0.41,0.86,0.45,6.33,4.11,general,standard,0.72,36.2,24.1,23.2,1,0,1.0,65.93
120.63,1.91,0.5,0.14,0.42,2.78,14.22,perishable,standard,0.92,30.2,39.6,24.9,0,0,1.2,33.12
95.28,1.93,0.13,0.44,0.24,0.47,13.9,perishable,standard,0.79,27.9,9.7,7.2,0,0,1.2,16.34
164.94,1.65,0.24,0.39,0.23,0.64,1.92,medicine,critical,0.86,25.2,14.1,12.5,0,1,1.2,25.66
191.58,2.58,0.5,0.16,0.18,2.97,1.86,general,standard,0.93,28.3,34.2,24.4,0,0,1.0,44.9
205.61,1.34,0.41,0.2,0.38,8.62,4.83,perishable,standard,0.89,35.8,23.7,23.7,0,0,1.2,21.7
169.44,1.8,0.28,0.61,0.46,1.55,0.25,perishable,standard,0.96,31.2,18.8,14.8,0,1,1.2,32.78
120.54,1.31,0.28,0.39,0.34,3.88,2.68,general,low,0.84,30.5,20.3,13.4,1,1,1.0,13.95
124.74,1.02,0.35,0.14,0.17,5.24,2.6,general,standard,0.91,31.4,24.5,19.8,1,1,1.0,2.74
83.72,1.85,0.13,0.87,0.59,13.57,2.99,general,critical,0.7,30.1,6.7,4.6,0,0,1.0,14.44
123.17,1.32,0.61,0.59,0.69,3.12,1.52,hazmat,standard,0.68,28.1,41.8,35.5,0,0,1.4,22.19
97.44,1.76,0.24,0.73,0.51,2.03,1.49,general,low,0.96,27.2,18.8,13.8,1,0,1.0,15.27
133.75,2.24,0.56,0.73,0.64,4.61,0.28,furniture,standard,0.64,33.0,30.0,31.8,0,0,1.0,30.0
151.01,1.87,0.11,0.17,0.34,1.76,0.51,general,low,0.68,35.5,8.4,4.3,1,0,1.0,20.17
97.43,1.34,0.15,0.1,0.15,2.38,4.4,general,high,0.81,28.9,10.3,5.9,0,1,1.0,7.86
251.6,1.22,0.28,0.86,0.43,2.57,3.68,luxury,high,0.8,24.8,16.0,13.5,0,0,1.0,10.5
274.83,2.17,0.55,0.97,0.37,2.74,5.17,furniture,low,0.87,33.3,39.1,23.5,0,1,1.0,56.25
58.72,1.95,0.71,0.6,0.37,0.73,10.29,medicine,standard,0.93,30.7,55.1,33.1,0,0,1.2,19.82
108.65,1.23,0.14,0.56,0.29,0.56,0.23,general,standard,0.76,33.7,8.9,5.3,0,0,1.0,2.94
152.65,1.5,0.03,0.21,0.37,2.66,1.28,general,low,0.85,28.7,2.0,1.3,0,0,1.0,12.45
144.74,1.19,0.6,0.6,0.26,0.41,6.69,furniture,high,0.92,26.3,40.9,24.7,1,1,1.0,20.57
100.03,1.97,0.01,0.12,0.17,3.03,9.73,perishable,standard,0.71,32.4,0.5,0.5,1,1,1.2,23.49
191.07,1.44,0.61,0.81,0.24,14.52,1.52,perishable,standard,0.73,32.5,44.3,34.9,0,2,1.2,31.95
248.36,2.31,0.52,0.57,0.05,4.37,5.02,medicine,standard,0.64,30.8,32.5,21.4,1,0,1.2,81.4
143.14,1.63,0.4,0.75,0.55,0.05,1.53,general,low,0.91,29.8,26.2,19.6,1,0,1.0,26.22
96.11,1.67,0.07,0.53,0.78,3.37,3.42,furniture,standard,0.83,30.7,4.8,3.0,0,2,1.0,19.03
249.13,1.5,0.3,0.77,0.26,0.58,1.3,perishable,standard,0.7,24.6,17.4,10.7,1,0,1.2,31.64
114.24,2.4,0.21,0.6,0.23,3.14,4.95,general,low,0.77,30.5,14.3,7.8,0,1,1.0,38.89
254.73,1.81,0.43,0.58,0.07,18.32,5.06,general,high,0.93,24.6,27.1,18.5,1,0,1.0,30.9
97.44,1.42,0.3,0.43,0.13,14.75,1.88,furniture,standard,0.89,34.5,15.8,12.5,1,0,1.0,13.26
140.34,1.42,0.44,0.36,0.58,2.76,3.68,hazmat,high,0.78,30.8,33.3,19.6,0,0,1.4,22.82
202.1,2.52,0.12,0.79,0.4,12.82,1.61,medicine,critical,0.75,30.4,8.7,6.1,0,2,1.2,53.26
81.25,2.47,0.37,0.74,0.2,0.33,1.19,general,high,0.66,34.7,29.4,22.0,1,0,1.0,34.08
176.19,1.74,0.31,0.91,0.54,0.84,15.74,general,critical,0.8,30.0,22.1,14.0,0,2,1.0,33.1
244.22,1.61,0.62,0.81,0.55,1.06,8.15,medicine,low,0.87,27.7,42.5,26.0,0,0,1.2,38.84
99.29,1.07,0.26,0.17,0.1,0.28,2.06,luxury,high,0.7,26.1,15.6,14.9,0,1,1.0,8.21
78.08,1.92,0.37,0.96,0.19,4.77,0.55,furniture,low,0.92,29.5,26.0,14.4,1,2,1.0,39.3
227.12,1.58,0.59,0.77,0.24,4.35,6.19,luxury,high,0.9,35.0,45.3,22.0,0,0,1.0,21.3
125.4,2.11,0.04,0.41,0.15,4.36,0.25,medicine,critical,0.91,26.1,2.0,2.1,1,0,1.2,19.52
77.77,1.97,0.35,0.68,0.27,1.52,7.59,hazmat,standard,0.75,28.9,17.7,12.5,0,0,1.4,30.78
143.58,2.34,0.23,0.79,0.34,5.32,1.5,perishable,standard,0.9,28.2,13.9,8.5,1,0,1.2,37.54
69.16,1.86,0.17,0.22,0.7,0.25,2.06,luxury,standard,0.8,28.0,8.8,10.0,0,0,1.0,6.21
167.65,2.1,0.49,0.97,0.25,1.3,1.4,luxury,standard,0.84,30.3,33.2,22.6,0,0,1.0,28.85
184.51,1.04,0.84,0.69,0.43,14.87,1.18,general,high,0.79,31.2,46.1,29.7,1,0,1.0,19.17
46.8,1.59,0.32,0.12,0.22,0.07,4.57,furniture,standard,0.8,34.3,18.0,14.4,0,1,1.0,11.8
82.09,1.76,0.4,0.6,0.1,0.67,1.05,general,standard,0.85,30.9,24.9,17.7,0,0,1.0,12.63
68.45,1.41,0.66,0.27,0.42,17.6,3.56,medicine,standard,0.79,31.7,43.6,32.4,0,0,1.2,14.52
210.38,2.11,0.22,0.33,0.17,8.23,8.14,perishable,high,0.77,33.8,13.3,7.9,1,1,1.2,42.99
133.1,1.24,0.11,0.16,0.26,6.27,5.19,furniture,low,0.85,31.7,5.8,6.3,1,1,1.0,10.88
186.98,2.01,0.69,0.48,0.09,15.61,9.59,medicine,high,0.75,31.9,51.6,35.2,0,0,1.2,48.53
198.63,1.36,0.27,0.34,0.06,0.98,9.53,hazmat,critical,0.82,30.6,18.1,14.0,0,0,1.4,19.44
19.16,2.08,0.35,0.85,0.09,3.11,0.3,perishable,standard,0.64,31.7,21.7,20.6,0,0,1.2,15.95
259.39,2.35,0.56,0.87,0.12,0.96,2.14,medicine,low,0.81,32.9,30.6,24.6,0,0,1.2,73.97
71.89,2.59,0.14,0.12,0.21,6.76,10.18,perishable,standard,0.91,36.1,11.0,7.1,1,1,1.2,17.98
193.89,2.03,0.15,0.8,0.3,9.49,4.7,furniture,low,0.94,27.4,7.8,8.4,1,0,1.0,37.34
227.35,2.01,0.38,0.13,0.59,9.9,8.56,general,standard,0.71,30.6,19.3,17.2,1,1,1.0,39.19
35.18,1.96,0.12,0.5,0.24,2.8,6.45,medicine,critical,0.98,36.6,6.1,4.3,0,0,1.2,6.54
230.13,2.25,0.56,0.19,0.05,7.82,7.81,perishable,high,0.85,30.6,44.8,25.4,0,0,1.2,48.12
113.86,2.4,0.31,0.6,0.54,15.67,0.3,general,critical,0.87,27.0,20.1,12.6,0,0,1.0,18.19
168.7,1.82,0.17,0.96,0.22,4.82,3.47,general,high,0.78,31.3,10.7,7.8,1,0,1.0,14.73
165.86,1.74,0.56,0.31,0.19,9.58,13.01,perishable,standard,0.75,26.3,38.5,22.2,0,0,1.2,36.56
42.23,1.97,0.49,0.86,0.6,7.48,1.9,furniture,standard,0.71,34.2,24.4,26.0,0,0,1.0,13.92
212.97,2.69,0.42,0.81,0.25,1.92,2.97,general,critical,0.8,32.8,23.8,22.1,0,0,1.0,52.98
236.62,2.11,0.19,0.78,0.15,12.22,0.26,general,critical,0.63,27.6,10.9,7.7,0,1,1.0,32.88
139.41,2.19,0.42,0.34,0.59,9.29,7.65,perishable,high,0.73,34.2,26.1,22.0,0,0,1.2,38.84
23.6,1.78,0.48,0.66,0.54,1.38,2.17,medicine,high,0.89,36.6,35.2,24.8,0,0,1.2,11.29
110.31,2.48,0.09,0.18,0.59,0.39,0.98,medicine,critical,0.97,28.6,4.8,4.9,0,1,1.2,21.7
192.5,1.49,0.33,0.54,0.33,3.56,0.74,furniture,low,0.88,30.4,19.0,18.0,1,1,1.0,24.1
238.11,1.32,0.15,0.93,0.48,1.13,16.36,hazmat,low,0.61,29.1,11.1,7.1,0,1,1.4,28.82
121.43,1.73,0.23,0.56,0.45,3.39,1.44,furniture,standard,0.81,34.7,16.0,11.6,0,0,1.0,20.51
61.7,1.82,0.61,0.13,0.17,10.44,4.51,luxury,high,0.73,32.7,30.6,27.4,0,1,1.0,20.59
192.53,1.47,0.27,0.73,0.25,0.37,5.28,hazmat,high,0.88,30.7,19.8,13.6,0,1,1.4,18.14
199.63,2.8,0.36,0.89,0.66,0.78,1.41,luxury,standard,0.96,33.4,24.0,20.9,1,0,1.0,52.28
252.63,2.01,0.68,0.28,0.52,0.94,0.59,furniture,high,0.56,34.1,50.2,38.1,1,1,1.0,53.56
202.03,1.32,0.73,0.24,0.57,9.11,9.2,perishable,high,0.81,33.8,37.9,26.4,0,0,1.2,23.47
124.05,1.85,0.38,0.13,0.03,0.46,4.63,medicine,high,0.66,30.6,28.9,14.4,1,0,1.2,35.41
67.45,1.19,0.65,0.79,0.55,1.86,0.14,general,standard,0.76,25.5,34.5,31.2,1,0,1.0,15.49
45.68,1.52,0.54,0.92,0.16,0.2,2.9,furniture,standard,0.88,34.2,29.4,19.6,0,1,1.0,8.89
185.08,1.38,0.74,0.54,0.4,7.4,2.66,general,critical,0.66,34.6,51.5,31.7,0,0,1.0,12.47
122.42,1.61,0.39,0.35,0.52,5.12,0.37,perishable,low,0.97,26.1,30.5,18.8,1,0,1.2,37.82
221.72,1.73,0.17,0.93,0.56,1.02,6.25,luxury,critical,0.96,24.9,12.2,7.2,1,0,1.0,18.62
188.33,2.08,0.06,0.28,0.31,1.31,2.06,perishable,high,0.79,30.6,3.9,2.8,0,0,1.2,32.68
93.8,1.7,0.21,0.48,0.09,0.63,0.69,furniture,high,0.91,26.6,10.5,9.9,0,0,1.0,12.3
264.92,1.99,0.14,0.91,0.65,3.6,0.43,perishable,low,0.62,25.2,9.4,6.4,0,0,1.2,49.73
206.79,2.39,0.71,0.99,0.1,0.52,3.93,perishable,high,0.86,31.8,35.6,37.0,0,3,1.2,63.47
176.73,2.24,0.18,0.34,0.22,0.92,2.05,medicine,high,0.97,30.8,12.0,7.8,1,0,1.2,31.26
177.55,1.03,0.27,0.96,0.2,3.44,0.62,general,low,0.87,27.8,20.9,10.5,0,1,1.0,7.27
269.87,1.8,0.38,0.53,0.04,6.63,2.92,general,standard,0.84,26.9,19.6,21.7,0,0,1.0,34.15
163.95,2.43,0.24,0.67,0.08,1.65,0.75,hazmat,low,0.86,27.9,12.9,8.8,0,1,1.4,59.97
120.73,2.08,0.86,0.78,0.61,1.26,1.84,general,standard,0.95,28.1,51.2,41.9,1,0,1.0,28.1
126.79,1.37,0.31,0.43,0.62,7.03,4.73,perishable,high,0.84,33.7,22.1,13.3,0,0,1.2,7.6
208.23,2.01,0.19,0.85,0.58,1.46,0.05,hazmat,standard,0.85,31.3,13.0,10.7,0,0,1.4,32.28
166.06,1.54,0.11,0.93,0.14,5.88,3.62,medicine,high,0.61,28.9,7.6,4.0,0,2,1.2,21.76
173.64,1.25,0.23,0.79,0.15,3.63,2.85,luxury,low,0.65,27.7,17.4,13.5,0,2,1.0,16.55
53.71,2.34,0.34,0.21,0.22,3.53,4.97,general,low,0.78,26.7,21.0,12.6,1,0,1.0,21.96
36.14,1.49,0.43,0.15,0.49,3.29,17.95,medicine,standard,0.81,33.9,27.3,21.1,0,0,1.2,16.86
99.19,1.55,0.05,0.37,0.46,0.41,9.45,perishable,high,0.74,27.4,3.3,2.1,0,0,1.2,15.47
85.43,2.39,0.34,0.8,0.43,16.9,2.48,luxury,high,0.77,24.9,25.9,16.3,0,1,1.0,19.87
220.03,1.76,0.04,0.87,0.03,3.14,1.04,perishable,critical,0.75,32.9,3.0,1.5,0,0,1.2,28.33
79.33,1.25,0.24,0.47,0.15,2.72,0.24,furniture,critical,0.8,27.1,14.8,12.2,0,1,1.0,7.56
115.46,1.16,0.32,0.21,0.28,0.5,20.8,hazmat,standard,0.82,30.7,21.9,19.2,1,0,1.4,16.57
210.18,1.8,0.27,0.77,0.42,2.67,5.8,general,high,0.78,32.3,16.6,13.1,1,2,1.0,32.81
137.71,2.0,0.34,0.86,0.24,6.84,3.22,medicine,standard,0.82,25.2,22.4,17.1,0,0,1.2,37.58
78.73,1.83,0.12,0.2,0.31,1.16,3.48,general,critical,0.85,28.1,7.5,5.9,0,0,1.0,5.59
23.65,1.1,0.13,0.48,0.39,5.56,9.67,luxury,standard,0.78,32.0,8.4,5.9,0,0,1.0,6.79
154.43,2.08,0.14,0.68,0.09,6.89,0.7,medicine,low,0.55,29.1,9.9,5.2,0,0,1.2,45.98
197.04,1.32,0.06,0.78,0.29,4.88,6.55,perishable,standard,0.91,29.8,4.6,2.9,0,0,1.2,15.62
211.72,2.38,0.27,0.96,0.07,18.65,8.38,perishable,standard,0.83,26.8,17.2,13.0,0,1,1.2,59.12
253.54,1.99,0.15,0.28,0.24,2.88,0.87,perishable,standard,0.81,25.8,10.6,6.7,0,1,1.2,48.13
201.56,2.91,0.32,0.92,0.23,1.83,4.28,perishable,low,0.85,27.6,21.0,17.2,0,0,1.2,64.57
241.04,1.3,0.02,0.86,0.08,0.18,1.39,perishable,standard,0.81,31.3,1.4,1.1,1,2,1.2,26.18
70.05,2.43,0.18,0.55,0.43,1.42,1.13,medicine,critical,0.79,35.4,10.5,10.7,0,0,1.2,17.6
281.05,1.64,0.37,0.63,0.26,6.1,0.78,perishable,standard,0.95,34.0,25.6,22.1,0,1,1.2,34.82
195.13,2.61,0.41,0.73,0.3,1.83,7.95,furniture,standard,0.8,25.7,30.6,22.5,0,0,1.0,41.08
196.24,2.09,0.77,0.91,0.19,1.84,3.73,medicine,high,0.73,33.9,43.5,45.2,1,0,1.2,46.37
160.3,1.9,0.37,0.6,0.54,6.17,3.25,general,critical,0.84,27.4,19.4,20.0,0,2,1.0,26.86
88.43,2.36,0.6,0.3,0.39,4.32,0.01,perishable,high,0.91,28.5,42.7,26.7,1,0,1.2,39.25
75.1,1.43,0.41,0.48,0.28,2.82,0.87,perishable,high,0.89,29.3,28.3,22.6,0,0,1.2,8.74
93.51,1.02,0.53,0.4,0.3,0.31,4.37,furniture,standard,0.95,24.8,41.5,27.6,1,0,1.0,13.28
166.52,1.31,0.69,0.95,0.28,0.72,2.58,luxury,standard,0.79,30.1,42.6,41.0,1,1,1.0,26.93
173.57,2.03,0.13,0.19,0.39,3.03,1.17,general,low,0.76,27.7,8.4,6.8,0,0,1.0,29.87
243.42,1.98,0.42,0.52,0.58,4.45,3.93,luxury,high,0.71,26.3,24.8,21.6,1,0,1.0,26.56
172.74,2.21,0.61,0.99,0.59,2.53,0.27,hazmat,high,0.91,28.0,33.9,22.3,1,0,1.4,63.62
244.55,1.72,0.56,0.55,0.4,1.35,0.96,luxury,high,0.86,32.9,44.3,23.7,1,2,1.0,42.85
102.63,1.62,0.4,0.49,0.29,9.24,3.44,hazmat,low,0.86,27.7,22.9,18.1,1,0,1.4,27.42
148.71,1.24,0.56,0.7,0.55,6.34,5.67,furniture,critical,0.58,34.1,42.7,20.1,1,0,1.0,19.34
292.21,2.07,0.2,0.3,0.09,11.67,2.41,medicine,standard,0.75,25.0,13.5,11.7,1,0,1.2,45.59
55.66,1.08,0.12,0.86,0.26,12.47,0.82,hazmat,low,0.7,33.5,9.0,7.0,0,1,1.4,14.15
90.46,2.33,0.37,0.53,0.22,5.33,0.44,perishable,critical,0.88,29.9,24.8,18.2,1,1,1.2,29.19
262.08,1.29,0.37,0.47,0.13,2.51,2.15,perishable,standard,0.81,29.1,24.1,13.2,0,2,1.2,24.94
181.36,1.77,0.55,0.48,0.83,3.23,4.05,furniture,standard,0.95,31.0,36.6,19.3,0,0,1.0,30.43
238.15,1.13,0.15,0.71,0.13,0.33,3.08,furniture,high,0.93,29.7,8.6,5.9,1,0,1.0,6.98
102.11,1.46,0.48,0.69,0.42,0.62,0.87,hazmat,standard,0.71,24.3,26.2,17.1,0,0,1.4,17.22
55.02,2.24,0.21,0.56,0.17,1.51,9.45,furniture,critical,0.7,34.2,11.2,11.9,0,0,1.0,17.21
112.25,1.85,0.4,0.64,0.54,0.91,9.13,medicine,high,0.75,31.7,22.8,23.7,0,1,1.2,26.76
261.87,1.21,0.47,0.88,0.22,0.62,1.99,furniture,standard,0.79,29.9,28.7,23.9,0,0,1.0,13.37
272.03,2.12,0.32,0.83,0.43,3.0,4.91,general,standard,0.69,27.1,20.6,12.8,1,1,1.0,49.16
109.75,2.84,0.21,0.57,0.69,3.88,0.97,furniture,low,0.96,27.4,10.7,8.1,1,1,1.0,40.31
241.95,2.24,0.01,0.94,0.39,8.56,2.09,hazmat,standard,0.78,30.2,0.7,0.6,0,0,1.4,63.61
211.68,1.25,0.12,0.51,0.47,3.59,6.48,medicine,standard,0.82,25.8,7.8,4.7,0,0,1.2,16.96
159.85,1.39,0.48,0.38,0.65,3.21,8.37,luxury,high,0.92,30.9,30.8,28.2,0,2,1.0,24.12
104.49,2.3,0.41,0.24,0.08,1.94,0.23,general,standard,0.9,27.9,23.5,16.6,1,0,1.0,20.61
149.55,1.2,0.33,0.3,0.21,8.14,3.66,general,standard,0.91,30.9,20.8,18.0,0,0,1.0,8.68
25.42,1.11,0.26,0.71,0.79,5.55,1.88,perishable,high,0.75,31.3,19.7,15.6,1,0,1.2,7.23
110.73,1.18,0.08,0.62,0.52,0.99,3.01,general,high,0.86,30.7,4.3,3.0,0,0,1.0,6.74
140.96,1.96,0.26,0.22,0.19,3.78,1.98,general,low,0.89,26.4,14.1,13.6,0,0,1.0,24.49
56.7,1.07,0.32,0.53,0.21,0.87,2.02,perishable,standard,0.89,30.8,16.7,12.1,1,0,1.2,6.53
108.93,1.55,0.29,0.24,0.21,6.13,4.55,hazmat,standard,0.92,24.5,14.2,15.3,0,2,1.4,25.3
86.95,1.01,0.56,0.46,0.58,1.85,5.41,medicine,high,0.73,33.8,39.6,25.1,0,0,1.2,6.81
82.57,2.65,0.38,0.32,0.08,3.72,0.79,perishable,critical,0.79,31.8,24.3,18.6,0,0,1.2,29.5
253.34,2.84,0.47,0.54,0.1,0.08,0.69,general,low,0.58,26.8,36.1,22.8,0,0,1.0,78.98
251.0,2.38,0.55,0.88,0.26,9.8,7.43,general,critical,0.99,29.8,32.7,24.5,0,1,1.0,37.22
127.66,2.61,0.19,0.37,0.15,2.52,1.43,furniture,low,0.84,27.5,13.9,9.9,1,0,1.0,39.95
129.98,1.97,0.33,0.98,0.29,0.09,3.86,perishable,high,0.92,26.6,23.1,13.4,0,0,1.2,27.03
187.5,1.31,0.42,0.55,0.24,0.38,5.8,luxury,standard,0.89,23.8,27.0,14.9,1,1,1.0,28.97
127.0,2.43,0.67,0.26,0.22,8.21,6.07,general,low,0.74,32.7,41.6,32.3,1,1,1.0,51.85
111.65,1.42,0.15,0.7,0.69,7.69,5.67,perishable,standard,0.96,30.0,9.9,6.7,1,1,1.2,16.4
147.13,1.5,0.54,0.88,0.23,0.71,1.81,medicine,standard,0.96,23.3,31.5,31.3,0,0,1.2,19.84
26.34,1.7,0.65,0.53,0.45,6.31,12.02,hazmat,low,0.87,27.2,44.5,32.8,1,1,1.4,41.36
121.95,1.27,0.36,0.9,0.59,3.94,3.66,medicine,low,0.68,33.6,24.7,12.7,0,0,1.2,12.44
167.79,1.81,0.44,0.8,0.06,7.1,2.56,general,low,0.67,29.9,22.2,18.0,0,1,1.0,31.83
67.71,1.81,0.14,0.2,0.44,1.57,2.58,general,low,0.68,26.7,10.1,8.0,1,0,1.0,16.64
105.13,1.53,0.11,0.87,0.3,0.37,0.33,medicine,low,0.57,28.4,8.3,5.3,0,0,1.2,11.82
163.78,1.66,0.37,0.2,0.12,0.79,0.23,furniture,standard,0.75,30.0,28.6,21.5,0,3,1.0,20.11
229.1,1.29,0.69,0.45,0.34,13.62,0.29,general,critical,0.63,28.0,52.0,27.4,1,0,1.0,32.23
139.66,1.58,0.48,0.94,0.04,1.32,1.34,medicine,standard,0.83,34.7,33.0,16.9,0,1,1.2,26.24
128.28,1.82,0.56,0.34,0.55,15.43,5.97,general,standard,0.87,30.8,29.3,22.1,0,1,1.0,23.66
77.27,2.7,0.19,0.11,0.47,3.25,0.97,furniture,standard,0.81,28.3,13.3,8.5,0,2,1.0,24.9
137.89,2.1,0.1,0.48,0.49,2.97,8.64,general,high,0.64,24.8,5.5,4.3,0,0,1.0,24.09
166.23,1.53,0.52,0.95,0.62,17.35,0.57,perishable,critical,0.96,26.0,32.8,24.9,1,1,1.2,34.28
133.86,1.16,0.71,0.48,0.32,1.16,1.17,perishable,high,0.79,28.8,50.6,30.1,0,0,1.2,9.83
33.46,1.62,0.11,0.2,0.38,6.21,3.19,perishable,standard,0.91,30.6,7.0,6.0,0,0,1.2,3.92
134.04,2.33,0.79,0.48,0.3,0.66,2.38,hazmat,high,0.72,30.7,56.2,46.6,0,0,1.4,54.26
71.33,1.97,0.54,0.99,0.36,10.18,6.93,medicine,standard,0.83,28.0,39.5,22.4,1,0,1.2,29.21
15.52,2.24,0.45,0.28,0.2,0.22,4.88,luxury,high,0.84,27.2,35.8,20.7,0,0,1.0,8.54
78.31,2.04,0.36,0.92,0.27,7.36,0.71,hazmat,high,0.65,26.0,21.6,17.8,0,0,1.4,27.12
189.84,1.35,0.45,0.21,0.22,1.44,2.3,furniture,critical,0.7,26.4,35.9,18.0,0,0,1.0,9.64
75.91,1.27,0.55,0.2,0.5,4.55,3.24,general,standard,0.87,34.1,29.9,22.8,0,2,1.0,11.66
